contig_name,read_count,contig_length,contig_coverage,NT.species_taxid,NT.genus_taxid,NT.family_taxid,NT.order_taxid,NT.class_taxid,NT.phylum_taxid,NT.kingdom_taxid,NT.superkingdom_taxid,NT.superkingdom_name,NT.Accession,NT.Percentage Identity,NT.Alignment Length,NT.Number of mismatches,NT.E-value,NT.Bitscore,NR.species_taxid,NR.genus_taxid,NR.family_taxid,NR.order_taxid,NR.class_taxid,NR.phylum_taxid,NR.kingdom_taxid,NR.superkingdom_taxid,NR.superkingdom_name,NR.Accession,NR.Percentage Identity,NR.Alignment Length,NR.Number of mismatches,NR.E-value,NR.Bitscore
NODE_201_length_627_cov_0.667273,26,627,0.667273,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2012_length_283_cov_1.165049,4,283,1.165049,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2016_length_283_cov_0.927184,4,283,0.927184,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_202_length_625_cov_0.680657,11,625,0.680657,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2023_length_282_cov_1.190244,4,282,1.190244,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2024_length_282_cov_1.102439,4,282,1.102439,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2025_length_282_cov_1.082927,4,282,1.082927,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2026_length_282_cov_1.043902,4,282,1.043902,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029726947.1,90.476,84,8,5.4e-44,150.0
NODE_2028_length_282_cov_0.878049,4,282,0.878049,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_203_length_624_cov_0.914077,8,624,0.914077,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001647865.1,84.127,189,27,7.71e-116,333.0
NODE_2030_length_282_cov_0.721951,4,282,0.721951,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2031_length_282_cov_0.717073,4,282,0.717073,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2034_length_281_cov_1.088235,4,281,1.088235,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2035_length_281_cov_0.921569,4,281,0.921569,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2036_length_281_cov_0.897059,4,281,0.897059,53553,46207,7157,7147,50557,6656,33208,2759,Eukaryota,XM_055758823.1,80.22,182,24,4.16e-26,126.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2038_length_281_cov_0.843137,4,281,0.843137,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2039_length_281_cov_0.828431,4,281,0.828431,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_204_length_624_cov_0.433272,6,624,0.433272,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_205_length_623_cov_0.694139,9,623,0.694139,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_206_length_623_cov_0.650183,5,623,0.650183,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2061_length_281_cov_0.725490,4,281,0.725490,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_207_length_620_cov_0.569061,6,620,0.569061,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_208_length_619_cov_0.833948,7,619,0.833948,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_209_length_619_cov_0.568266,16,619,0.568266,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_21_length_1222_cov_2.408734,73,1222,2.408734,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_021839429.1,80.269,223,21,1.52e-31,147.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_210_length_618_cov_0.972274,9,618,0.972274,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001662776.1,66.129,186,63,6.32e-91,267.0
NODE_211_length_617_cov_0.964815,14,617,0.964815,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029716561.1,90.588,85,8,3.45e-61,160.0
NODE_212_length_616_cov_0.564007,4,616,0.564007,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2124_length_280_cov_1.458128,4,280,1.458128,1425412,133097,27482,7524,50557,6656,33208,2759,Eukaryota,OX454264.1,81.026,195,31,2.46e-33,150.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001649141.1,79.348,92,19,9.61e-47,157.0
NODE_2128_length_280_cov_0.916256,4,280,0.916256,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_001661817.2,88.214,280,30,8.18e-88,331.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001661867.1,93.478,92,5,1.44e-54,174.0
NODE_2129_length_280_cov_0.901478,4,280,0.901478,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021708844.1,89.247,93,9,7.97e-51,170.0
NODE_213_length_615_cov_0.505576,7,615,0.505576,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2135_length_280_cov_0.733990,4,280,0.733990,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_214_length_614_cov_0.864060,7,614,0.864060,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029864325.1,81.439,264,46,7.23e-52,213.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021704073.1,44.388,196,105,2.81e-38,139.0
NODE_215_length_614_cov_0.651769,7,614,0.651769,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_216_length_613_cov_0.805970,9,613,0.805970,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_217_length_612_cov_0.809346,13,612,0.809346,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_218_length_610_cov_1.332083,12,610,1.332083,1256096,1256095,30102,7524,50557,6656,33208,2759,Eukaryota,JX845503.1,90.164,244,20,1.91e-82,315.0,105785,60568,46562,85823,50557,6656,33208,2759,Eukaryota,PNF32218.1,93.182,88,6,7.08e-52,166.0
NODE_219_length_609_cov_0.578947,9,609,0.578947,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_22_length_1220_cov_0.571304,17,1220,0.571304,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_220_length_609_cov_0.469925,4,609,0.469925,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_221_length_608_cov_0.408663,5,608,0.408663,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_222_length_605_cov_0.679924,9,605,0.679924,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_223_length_604_cov_0.523719,4,604,0.523719,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_224_length_601_cov_0.952290,14,601,0.952290,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XR_002499165.1,82.927,246,23,4.25e-49,204.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_225_length_601_cov_0.916031,8,601,0.916031,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,38358,35571,7184,7147,50557,6656,33208,2759,Eukaryota,XP_037033081.1,57.292,192,75,1.93e-72,223.0
NODE_2250_length_280_cov_0.571429,5,280,0.571429,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2253_length_279_cov_3.544554,24,279,3.544554,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2254_length_279_cov_1.465347,4,279,1.465347,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2255_length_279_cov_1.460396,4,279,1.460396,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029727902.1,83.133,83,12,5.65e-40,139.0
NODE_2256_length_279_cov_1.346535,4,279,1.346535,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2689346,-200,675071,2732544,2732461,2732406,2732396,10239,Viruses,QHA33782.1,54.444,90,38,1.25e-26,101.0
NODE_2257_length_279_cov_1.326733,6,279,1.326733,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019699995.2,80.769,130,14,1.51e-15,91.6,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2258_length_279_cov_1.103960,4,279,1.103960,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029730311.1,68.132,91,29,8.91e-39,134.0
NODE_226_length_600_cov_0.709369,6,600,0.709369,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2260_length_279_cov_1.049505,4,279,1.049505,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2261_length_279_cov_0.891089,4,279,0.891089,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001661064.2,97.826,92,2,3.84e-59,191.0
NODE_2262_length_279_cov_0.821782,4,279,0.821782,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2263_length_279_cov_0.811881,4,279,0.811881,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_227_length_599_cov_1.051724,12,599,1.051724,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,EAT38639.1,80.108,186,37,5.72e-106,314.0
NODE_228_length_598_cov_0.975048,12,598,0.975048,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_019672292.2,84.975,599,88,7.67e-171,608.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021707150.1,93.939,198,12,2.29e-116,363.0
NODE_229_length_598_cov_0.769674,8,598,0.769674,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,343691,343581,34687,7147,50557,6656,33208,2759,Eukaryota,CAD7078609.1,53.333,165,75,1.31e-56,184.0
NODE_23_length_1201_cov_164.006228,3157,1201,164.006228,47415,41043,41042,7147,50557,6656,33208,2759,Eukaryota,X89496.1,91.29,1217,84,0.0,1640.0,248454,248453,30083,7524,50557,6656,33208,2759,Eukaryota,KAF6197443.1,69.474,95,28,3.24e-37,132.0
NODE_230_length_598_cov_0.664107,7,598,0.664107,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_231_length_597_cov_0.667308,26,597,0.667308,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_232_length_597_cov_0.561538,20,597,0.561538,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_233_length_596_cov_1.400771,12,596,1.400771,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_234_length_596_cov_0.512524,8,596,0.512524,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2348_length_279_cov_0.727723,4,279,0.727723,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_235_length_595_cov_0.967181,8,595,0.967181,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029726471.1,45.833,168,45,1.68e-15,73.9
NODE_236_length_595_cov_0.747104,9,595,0.747104,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2364_length_279_cov_0.653465,4,279,0.653465,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2365_length_279_cov_0.638614,5,279,0.638614,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2366_length_278_cov_1.104478,5,278,1.104478,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029725081.1,69.333,75,23,4.39e-35,117.0
NODE_2369_length_278_cov_1.004975,4,278,1.004975,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_237_length_594_cov_0.764023,8,594,0.764023,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2370_length_278_cov_1.000000,4,278,1.000000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_238_length_594_cov_0.655706,8,594,0.655706,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_239_length_594_cov_0.595745,7,594,0.595745,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_24_length_1198_cov_0.454059,25,1198,0.454059,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_240_length_590_cov_0.968811,15,590,0.968811,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_001662987.3,89.674,184,17,5.32e-58,233.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_241_length_589_cov_0.697266,7,589,0.697266,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_242_length_589_cov_0.638672,6,589,0.638672,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_243_length_589_cov_0.591797,5,589,0.591797,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_244_length_588_cov_0.544031,8,588,0.544031,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_021837336.1,90.0,100,5,3.33e-25,124.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_245_length_587_cov_1.084314,12,587,1.084314,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_246_length_587_cov_0.615686,6,587,0.615686,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021701342.1,59.649,57,21,1.33e-13,68.2
NODE_247_length_586_cov_0.583497,7,586,0.583497,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_248_length_583_cov_0.832016,10,583,0.832016,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,42155,6278,6296,6236,119089,6231,33208,2759,Eukaryota,VDO16643.1,55.128,78,34,1.57e-21,90.1
NODE_2483_length_278_cov_0.552239,4,278,0.552239,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2484_length_277_cov_2.065000,10,277,2.065000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2485_length_277_cov_1.125000,9,277,1.125000,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,AY431775.1,86.047,129,11,8.8e-28,132.0,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2488_length_277_cov_1.080000,5,277,1.080000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,EAT34034.1,73.118,93,24,3.29e-31,110.0
NODE_2489_length_277_cov_0.995000,4,277,0.995000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_249_length_583_cov_0.581028,8,583,0.581028,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_25_length_1192_cov_0.661883,23,1192,0.661883,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_250_length_582_cov_0.643564,14,582,0.643564,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_251_length_582_cov_0.489109,6,582,0.489109,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2515_length_277_cov_0.740000,4,277,0.740000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_252_length_581_cov_0.783730,9,581,0.783730,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_253_length_581_cov_0.585317,10,581,0.585317,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_254_length_579_cov_0.689243,6,579,0.689243,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_255_length_578_cov_1.091816,22,578,1.091816,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,KXJ71915.1,81.771,192,35,1.08e-109,316.0
NODE_256_length_577_cov_0.836000,6,577,0.836000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2980575,1980421,1980418,1980410,2497576,2497569,2732396,10239,Viruses,UYL94375.1,54.494,178,81,1.28e-50,174.0
NODE_257_length_577_cov_0.632000,11,577,0.632000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_258_length_577_cov_0.418000,6,577,0.418000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_259_length_574_cov_1.185111,9,574,1.185111,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,2980575,1980421,1980418,1980410,2497576,2497569,2732396,10239,Viruses,UYL94375.1,68.783,189,58,8.44e-84,269.0
NODE_26_length_1186_cov_0.575293,36,1186,0.575293,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,28624,7158,7157,7147,50557,6656,33208,2759,Eukaryota,AAL16723.1,57.143,70,30,7.2e-19,86.3
NODE_260_length_574_cov_0.754527,7,574,0.754527,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2608_length_277_cov_0.460000,4,277,0.460000,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_261_length_573_cov_0.485887,4,573,0.485887,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2610_length_276_cov_1.487437,4,276,1.487437,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,343691,343581,34687,7147,50557,6656,33208,2759,Eukaryota,XP_037918937.1,92.308,91,7,3.16e-57,172.0
NODE_2611_length_276_cov_1.195980,4,276,1.195980,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029719342.1,63.636,88,32,1.76e-32,117.0
NODE_2614_length_276_cov_1.070352,4,276,1.070352,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021711870.1,97.222,36,1,1.03e-19,75.1
NODE_2619_length_276_cov_0.814070,4,276,0.814070,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_262_length_572_cov_0.951515,12,572,0.951515,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_001651056.2,85.278,557,76,3.45e-159,569.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_001651106.2,92.632,190,12,2.09e-101,317.0
NODE_263_length_571_cov_0.491903,5,571,0.491903,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_264_length_569_cov_0.662602,7,569,0.662602,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2645_length_276_cov_0.743719,4,276,0.743719,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_265_length_567_cov_0.967347,9,567,0.967347,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XR_003892970.1,86.618,553,74,5.6e-172,612.0,7159,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_021707995.1,94.086,186,11,1.89e-108,332.0
NODE_266_length_567_cov_0.865306,6,567,0.865306,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_267_length_567_cov_0.642857,7,567,0.642857,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_268_length_567_cov_0.495918,6,567,0.495918,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_269_length_566_cov_0.494888,5,566,0.494888,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_27_length_1177_cov_0.890909,20,1177,0.890909,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_270_length_565_cov_0.608607,10,565,0.608607,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_271_length_565_cov_0.481557,6,565,0.481557,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_272_length_563_cov_0.512346,4,563,0.512346,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_273_length_560_cov_0.819876,7,560,0.819876,91915,91914,433,204441,28211,1224,-650,2,Bacteria,AP014690.1,92.149,484,33,0.0,678.0,3870,3869,3803,72025,3398,35493,33090,2759,Eukaryota,KAF1857789.1,66.667,132,22,5.48e-48,155.0
NODE_2732_length_276_cov_0.522613,4,276,0.522613,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2733_length_275_cov_1.121212,4,275,1.121212,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2734_length_275_cov_1.040404,4,275,1.040404,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_2735_length_275_cov_0.964646,4,275,0.964646,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029720185.1,70.33,91,27,1.54e-39,137.0
NODE_2737_length_275_cov_0.878788,5,275,0.878788,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,,-100,-200,-300,-400,-500,-600,-650,-700,"",,,,,,
NODE_274_length_559_cov_0.775934,7,559,0.775934,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XM_029868460.1,86.339,549,69,2e-166,593.0,7160,7158,7157,7147,50557,6656,33208,2759,Eukaryota,XP_029724327.1,88.06,67,8,8.62e-35,121.0
